,Company,0214price,0214amt,0514price,0514amt,0814price,0814amt,1114price,1114amt,0214-0514chng,0514-0814chng,0814-1114chng
2766,TEMPLETON GLOBAL INCOME FD,7.947781993418804,222452,8.042979672625593,95487,8.256814699803606,97253,7.961609772058022,18338,-126965,1766,-78915
2767,TEMPUR SEALY INTL INC,53.9601597736683,232579,50.67150391989815,208934,59.703455922424965,212852,56.170370443890846,302259,-23645,3918,89407
2768,TENARIS S A,43.69040807797846,959547,44.250311775862826,960626,47.150344741216614,1022071,45.549672884386425,977636,1079,61445,-44435
2769,TENET HEALTHCARE CORP,42.11987425043397,5007731,42.81001355995061,4778041,46.93974736284496,2914694,59.389731378594895,1697482,-229690,-1863347,-1217212
2770,TENNANT CO,67.79899591798433,42626,65.55579916684938,4561,76.28776352966746,9202,67.11494544531844,7882,-38065,4641,-1320
2771,TENNECO INC,56.57029133727679,723560,58.07095243850133,844002,65.70026904956869,965993,52.3096923159013,1030765,120442,121991,64772
2772,TERADATA CORP DEL,45.489206306111534,596691,49.19051946534884,505077,40.199857609253705,705102,41.921659159978795,503773,-91614,200025,-201329
2773,TERADYNE INC,17.62066809335229,969146,19.890026188085898,743086,19.600017192997534,977142,19.390232079126786,546667,-226060,234056,-430475
2774,TEREX CORP NEW,41.989828125365314,4319951,44.29979618451596,3574802,41.10002803823122,3184937,31.769919677598747,3562269,-745149,-389865,377332
2775,TERRENO RLTY CORP,17.70024747441279,437621,18.909071048484,512664,19.329975727036828,2387018,18.82965733614689,2316877,75043,1874354,-70141
2776,TESARO INC,28.227432455786623,17359,29.438001784121322,7847,31.11030046325148,592119,26.91913801471499,879783,-9512,584272,287664
2777,TESCO CORP,19.7784045478908,113811,18.499786632106336,632710,21.339890273053715,759704,19.849981705085984,76524,518899,126994,-683180
2778,TESLA MTRS INC,150.42891751455969,1889291,208.44979783353926,565623,240.06095297634164,870179,242.67990802798298,1022050,-1323668,304556,151871
2779,TESORO CORP,58.49994995903039,4376414,50.59013866251295,4981880,58.67005466483384,3716649,60.980084061744826,4232841,605466,-1265231,516192
2780,TESORO LOGISTICS LP,52.339946861403476,2482941,60.21008091583821,2897455,73.39998322998578,3208107,70.77005764052277,3282066,414514,310652,73959
2781,TESSERA TECHNOLOGIES INC,19.710926383584205,133530,23.64194188774589,49869,22.08594041354162,24133,26.57599562277719,25587,-83661,-25736,1454
2782,TETRA TECH INC NEW,27.981858856032176,163606,29.58462281025525,35221,27.499007767760958,35274,24.978791592044487,31827,-128385,53,-3447
2783,TETRA TECHNOLOGIES INC DEL,12.359810699137967,2703844,12.799959864725885,2631102,11.780093823287627,2644546,10.81999249997762,3015991,-72742,13444,371445
2784,TETRALOGIC PHARMACEUTICALS C,9.514262280142168,54865,6.376522106557063,52066,5.891210736269254,37853,4.154165705054234,47663,-2799,-14213,9810
2785,TEVA PHARMACEUTICAL INDS LTD,40.08002833743621,3932607,52.84039797589986,1770861,52.4195707860299,1213707,53.750008495714766,1471330,-2161746,-557154,257623
2786,TEXAS CAPITAL BANCSHARES INC,62.19993793838336,1366384,64.9398861970996,1389947,53.94975024204964,1180543,57.67959823432325,1131804,23563,-209404,-48739
2787,TEXAS INSTRS INC,43.910159235733026,5950172,47.159913423944396,5541486,47.79009503876882,6102457,47.68971793098418,4551652,-408686,560971,-1550805
2788,TEXAS ROADHOUSE INC,27.79995378054161,380792,26.079612486403175,304299,25.99990015747889,220347,27.84050247695012,143927,-76493,-83952,-76420
2789,TEXTAINER GROUP HOLDINGS LTD,40.214654829733675,45282,38.31259358702949,19367,38.59261306069817,21714,31.13188097038005,29102,-25915,2347,7388
2790,TEXTRON INC,36.760017636877016,12446648,39.28997677612615,11515736,38.29007175011447,8696014,35.989952810539606,8042050,-930912,-2819722,-653964
2791,TEXTURA CORP,29.93677947192265,10756,25.206344497303487,94381,23.632977822921955,59070,26.398951749653158,103792,83625,-35311,44722
2792,TFS FINL CORP,12.127091923356778,12369,12.4282982791587,30334,14.263039548520787,45362,14.314928425357873,30807,17965,15028,-14555
2793,THE ADT CORPORATION,40.46963211816712,798327,29.95024205616588,995017,34.93989684718409,961680,35.459840265476195,1470565,196690,-33337,508885
2794,THERAPEUTICSMD INC,5.210158425702218,216884,6.31012498146646,229314,4.4098927077650485,21996,4.639632153343307,433224,12430,-207318,411228
2795,THERAVANCE INC,35.654916149220156,81812,30.94470700222107,59881,29.778821958191166,491188,17.09264810196096,43703,-21931,431307,-447485
2796,THERMO FISHER SCIENTIFIC INC,111.34933421959556,1107272,120.24056614532252,964558,117.99907786316791,1045398,121.69944761252476,671630,-142714,80840,-373768
2797,THERMON GROUP HLDGS INC,27.330118338056568,1128462,23.180299294171128,1196749,26.32007623577706,1227770,24.420041933320114,1185215,68287,31021,-42555
2798,THIRD PT REINS LTD,18.52789430541492,82956,15.850375883406436,186494,15.259074764136088,412738,14.550285447560231,696275,103538,226244,283537
2799,THL CR INC,16.489988221436985,637599,13.799743781672111,615881,14.000634116920669,419481,12.894984945713329,98643,-21718,-196400,-320838
2800,THOMPSON CREEK METALS CO INC,2.189333566862248,22838,2.180044877791232,4182024,2.9599881044511016,3813191,2.2000405307744715,4253558,4159186,-368833,440367
2801,THOMSON REUTERS CORP,37.81999289281442,1843205,34.199654844663876,2466136,36.36003266184357,2275438,36.409582696472526,1732456,622931,-190698,-542982
2802,THOR INDS INC,55.2276944604995,131492,61.06243154435924,91300,56.88254124599854,56854,51.50427138789154,72693,-40192,-34446,15839
2803,THORATEC CORP,36.605428126245606,137985,35.807484817844404,165161,34.85673458326148,202945,26.73264398860511,202898,27176,37784,-47
2804,THRESHOLD PHARMACEUTICAL INC,4.672318831610867,96954,4.751232631107127,22310,3.9665970772442587,19160,3.607035746129529,24674,-74644,-3150,5514
2805,TIBCO SOFTWARE INC,22.480122543850907,2157595,20.319992344308066,7189422,20.17014505413034,5071555,23.632386851295923,252831,5031827,-2117867,-4818724
2806,TICC CAPITAL CORP,10.33832961637536,57843,9.807237064592492,11828,9.897696974899011,186407,8.829847958071714,481775,-46015,174579,295368
2807,TIDEWATER INC,59.27096054797431,75332,48.623798256910966,66778,56.14754647687214,74607,39.04028625283537,62602,-8554,7829,-12005
2808,TIFFANY & CO NEW,92.780124242387,1058093,86.14921007733044,1083144,100.25028096278879,290074,96.30991092888449,212190,25051,-793070,-77884
2809,TILE SHOP HLDGS INC,18.071486998040672,52569,15.506807866868384,7932,15.29328257082016,15497,9.260680480941415,19545,-44637,7565,4048
2810,TIM HORTONS INC,58.37998444012015,2102844,55.30996401060882,2207595,54.72986218494647,2688313,78.80960690377232,346709,104751,480718,-2341604
2811,TIM PARTICIPACOES S A,26.251886854367662,45711,25.97111474044897,31227,29.021968641897654,44518,26.194926568758344,149800,-14484,13291,105282
2812,TIME WARNER CABLE INC,135.50034088000808,1394919,137.18006138876677,2433670,147.29931967870903,1244853,143.48927831140145,1149166,1038751,-1188817,-95687
2813,TIME WARNER INC,69.72008134974877,3262948,65.33008485309354,3766274,70.24985192388117,3699111,75.20995578630442,2699616,503326,-67163,-999495
2814,TIMKEN CO,55.07002555375792,3487941,58.780064197143666,3367128,67.83999426860018,3852462,42.38992517667759,2678042,-120813,485334,-1174420
2815,TIMMINS GOLD CORP,1.1493427196322104,13921,1.2755915555839021,15679,1.7389864193441538,12076,1.2649221282314806,12649,1758,-3603,573
2816,TITAN INTL INC ILL,17.98117826128935,176073,18.985864781970925,59992,16.825851266045575,85226,11.816275967219365,57717,-116081,25234,-27509
2817,TITAN MACHY INC,17.833082349211377,37851,15.663169995689035,20877,16.489520214562432,10067,12.998266897746966,18464,-16974,-10810,8397
2818,TIVO INC,13.119530804934769,1070770,13.234555499748868,79640,12.908104379203756,75379,12.79508918127026,179522,-991130,-4261,104143
2819,TJX COS INC NEW,63.729480361507186,1958246,60.6496530827149,1922072,53.14964949147296,2597797,59.16988710708091,1248794,-36174,675725,-1349003
2820,TOLL BROTHERS INC,37.000025916253904,13119180,35.900021939741826,8933560,36.899966312707136,10015646,31.160006167749373,11187225,-4185620,1082086,1171579
2821,TOOTSIE ROLL INDS INC,32.543138203515575,31005,29.94229084207028,66194,29.461279461279464,20196,27.98213906017436,23515,35189,-45998,3319
2822,TORCHMARK CORP,78.15112577017338,436590,78.70024543805356,412324,81.91990765975184,592591,52.36902528130221,814871,-24266,180267,222280
2823,TORNIER N V,18.79125382233041,612519,21.21975936771436,1585739,23.380126491450934,1620821,23.900485065579076,960901,973220,35082,-659920
2824,TORO CO,63.60105088406427,186129,63.19248076704916,238003,63.59979201444953,365410,59.23021479025515,346850,51874,127407,-18560
2825,TORONTO DOMINION BK ONT,94.24013846745588,1123152,46.95021358357857,2907761,51.409897549742844,1813075,49.39006335613202,2380985,1784609,-1094686,567910
2826,TOTAL S A,61.270563657174634,949673,65.5994923853696,1216671,72.20056282205495,1344297,64.45001732065718,1688735,266998,127626,344438
2827,TOTAL SYS SVCS INC,33.279302391478545,656414,30.40850882965888,583488,31.409910599915193,900894,30.95894347706817,688977,-72926,317406,-211917
2828,TOWER INTL INC,21.400633463001935,188172,27.224225391261378,129517,36.8417547959054,165193,25.190230885369907,199363,-58655,35676,34170
2829,TOWERS WATSON & CO,127.60791863109944,163109,114.04716098762805,131507,104.2302502940179,138597,99.49610543024843,108356,-31602,7090,-30241
2830,TOWERSTREAM CORP,2.92628914900348,12644,2.3818975784041285,15114,1.9460323527878651,57553,1.4739489662073535,73951,2470,42439,16398
2831,TOWN SPORTS INTL HLDGS INC,14.760111680383348,1643619,8.489814654847121,1603333,6.6497927205414005,1673586,6.70335167583792,119940,-40286,70253,-1553646
2832,TOYOTA MOTOR CORP,121.91977523194763,224943,112.90245723271437,251828,119.6600851202332,282659,117.52744269927588,326043,26885,30831,43384
2833,TRACTOR SUPPLY CO,77.58060992458253,324991,70.63037628904472,415133,60.40070652297128,485193,61.512335902579814,227304,90142,70060,-257889
2834,TRADE STR RESIDENTIAL INC,6.3428672109003355,17027,7.58322768465042,127782,7.4846871601122,69876,7.144585114103703,62005,110755,-57906,-7871
2835,TRANSALTA CORP,12.682178725607846,200833,11.639247354279995,468587,12.26694417711552,217169,10.497896488905782,228903,267754,-251418,11734
2836,TRANSATLANTIC PETROLEUM LTD,0.8512873457041685,110421,8.662242403073698,14315,11.413632595804375,15683,8.996675141795421,30678,-96106,1368,14995
2837,TRANSCANADA CORP,45.660381020778544,1545585,45.52024348570439,2355128,47.71959054277295,1771809,51.53038654439503,2142988,809543,-583319,371179
2838,TRANSDIGM GROUP INC,161.023019568261,61426,185.2102490612104,75363,167.2642289994339,137782,184.33074322027088,161769,13937,62419,23987
2839,TRANSMONTAIGNE PARTNERS L P,42.502281753373296,81078,43.08197044821036,81078,43.770358306188925,19648,41.23341699533884,8367,0,-61430,-11281
2840,TRANSOCEAN LTD,49.4194390084801,843150,41.33956700407233,971926,45.030464584920026,1113424,31.969747622603467,1920378,128776,141498,806954
2841,TRAVELCENTERS OF AMERICA LLC,9.737473924508992,127035,8.146625220155356,142513,8.881919685012333,174737,9.879662175356378,163872,15478,32224,-10865
2842,TRAVELERS COMPANIES INC,90.53997755310648,4392590,85.10018609660631,4319262,94.07021645182014,2051542,93.94034371117296,1780332,-73328,-2267720,-271210
2843,TRC COS INC,7.156233279828785,14952,6.630880959898957,12668,6.2069243480714205,24811,6.546042953809946,27192,-2284,12143,2381
2844,TREDEGAR CORP,28.80889537822205,53421,23.008321337031703,284810,23.407225417387906,179090,18.409138110072693,120375,231389,-105720,-58715
2845,TREEHOUSE FOODS INC,68.91976552555239,1503618,71.99052592212973,1443940,80.06984877502815,1432237,80.50064925292556,1787439,-59678,-11703,355202
2846,TREMOR VIDEO INC,5.797869209488492,67956,4.124026271574767,39282,4.711883456533956,46266,2.33853480164973,47038,-28674,6984,772
2847,TREX CO INC,79.52903768389766,434005,73.16065883683231,452798,28.819738090406503,970793,34.57093328284156,543983,18793,517995,-426810
2848,TRI CONTL CORP,19.983199964631506,90476,20.08236946940975,103922,20.985977464465407,52273,20.860795513987398,47793,13446,-51649,-4480
2849,TRIANGLE CAP CORP,27.646917231181874,29081,25.89144840643736,63380,28.371534037256414,116490,25.315665758325878,96146,34299,53110,-20344
2850,TRIANGLE PETE CORP,8.315210438787258,132889,8.239113514399246,195288,11.750628215866938,292495,11.004771492401467,72514,62399,97207,-219981
2851,TRICO BANCSHARES,28.370479971612788,597452,25.93011688209574,585034,23.138450145536698,583358,22.620757830057176,562448,-12418,-1676,-20910
2852,TRIMAS CORP,39.888717620963185,26599,33.26628500696271,6463,38.18580833942941,13670,24.33032176256141,12618,-20136,7207,-1052
2853,TRIMBLE NAVIGATION LTD,34.70006849985322,562045,38.869843373647534,470802,36.950065068636924,381136,30.50028043510889,506356,-91243,-89666,125220
2854,TRINA SOLAR LIMITED,13.670122848023635,327722,13.449484898942726,295476,12.828892084181435,321306,12.07026043929342,543236,-32246,25830,221930
2855,TRINITY INDS INC,54.51672776917058,130382,72.06943931750132,195048,43.71993885694322,678409,46.72122690647434,300463,64666,483361,-377946
2856,TRIPADVISOR INC,82.83209249938075,427938,90.58999908830909,592306,108.66063209573488,495368,91.41969702066584,891810,164368,-96938,396442
2857,TRIPLE-S MGMT CORP,19.44418539587802,85784,16.131450705985255,80030,17.9447705186183,41572,19.90031651326081,27487,-5754,-38458,-14085
2858,TRIQUINT SEMICONDUCTOR INC,8.340004536182414,2830574,13.389957299705884,3228315,15.811506347935493,218575,19.070207940450768,240742,397741,-3009740,22167
2859,TRIUMPH GROUP INC NEW,76.06983257480591,3107776,64.57992380817524,4406772,69.82015281418701,3665890,65.04980500700924,3349864,1298996,-740882,-316026
2860,TRONOX LTD,23.10880829015544,9650,23.789615643964936,37075,26.89975963313289,121897,26.049465778551337,1205399,27425,84822,1083502
2861,TRUEBLUE INC,25.77909640045705,965317,29.259896729776248,1044638,27.569625618427487,684195,25.259770267198725,664337,79321,-360443,-19858
2862,TRUETT-HURST INC,4.182417759189255,12433,4.946079623773615,12333,4.971976134514555,11062,5.526363471643415,11038,-100,-1271,-24
2863,TRULIA INC,35.264343521428366,71914,33.20865181330298,92235,47.38001804305668,1029759,48.900241208786774,991672,20321,937524,-38087
2864,TRUSTCO BK CORP N Y,7.181785270491082,204406,7.065288499280388,15286,6.685138760610457,45474,6.426770824676584,36099,-189120,30188,-9375
2865,TRUSTMARK CORP,26.842524743370003,375151,25.34992223950233,398660,24.68993084455953,389268,23.03316047456833,401291,23509,-9392,12023
2866,TRW AUTOMOTIVE HLDGS CORP,74.38992795393092,1069177,81.61433060430517,93562,89.51989856745453,105686,101.25032394244528,266251,-975615,12124,160565
2867,TSAKOS ENERGY NAVIGATION LTD,6.011742562575497,35597,7.760339055212588,1240152,6.690113654711511,1424490,6.380129807679535,752806,1204555,184338,-671684
2868,TTM TECHNOLOGIES  INC,8.579515590364041,306311,8.45044963622396,199161,8.198371397799676,198698,6.80349763704025,43801,-107150,-463,-154897
2869,TUMI HLDGS INC,22.554297382587713,129288,22.62509389750317,89193,20.125163207419746,66633,20.349056177405505,265516,-40095,-22560,198883
2870,TUPPERWARE BRANDS CORP,94.5315970605394,186837,83.75612568463535,69380,83.70797997343412,78296,69.03271445923039,74921,-117457,8916,-3375
2871,TURQUOISE HILL RES LTD,2.3324136417753976,11074365,3.3298829077279377,8400896,3.340007204094233,9983212,3.7399402084666837,11534409,-2673469,1582316,1551197
2872,TUTOR PERINI CORP,26.290782388343363,15785,28.66658235318916,23721,31.738608868918124,49183,26.40893002994827,33057,7936,25462,-16126
2873,TW TELECOM INC,30.469984223861108,4560685,31.259813806439773,4543981,40.31020631055153,2937271,41.61004064820667,2938137,-16704,-1606710,866
2874,TWENTY FIRST CENTY FOX INC,35.14953537763362,12764237,31.843339140528737,14720818,35.08166316805006,13763059,34.234936884112784,16306354,1956581,-957759,2543295
2875,TWITTER INC,63.6526279657579,192278,46.67013745519392,668436,40.96951127095768,1220615,51.580135659731525,1542241,476158,552179,321626
2876,TWO HBRS INVT CORP,9.280003442435037,17568959,10.250029116335817,17610389,10.479887750135768,6741389,9.66998740161401,6265882,41430,-10869000,-475507
2877,TYCO INTERNATIONAL LTD,41.04007579839264,7917846,42.40002111072281,7162237,45.59993319503411,2886013,44.57030809163753,2126640,-755609,-4276224,-759373
2878,TYLER TECHNOLOGIES INC,102.13647111496648,71473,83.69254884397917,17863,91.2033511043412,15756,88.4074185636215,46478,-53610,-2107,30722
2879,TYSON FOODS INC,33.46000392394139,5830872,44.01015506429065,5331724,37.540159408255185,6230794,39.83011187232706,10372002,-499148,899070,4141208
2880,U S G CORP,28.377850647458825,161323,32.71806210554304,214377,30.131441685791774,239650,27.49000734154499,183885,53054,25273,-55765
2881,U S GEOTHERMAL INC,0.3786629240215042,2500905,0.7499070312301184,2436302,0.6000081082176786,739990,0.5553087516659262,90040,-64603,-1696312,-649950
2882,U S PHYSICAL THERAPY INC,35.26739459631784,25094,34.570541214805765,19641,34.15935295129926,11622,35.43781180113539,5813,-5453,-8019,-5809
2883,U S SILICA HLDGS INC,34.13605773129003,12333,38.17037723192896,156535,55.44134815491599,157608,62.514988198765614,79229,144202,1073,-78379
2884,UBIQUITI NETWORKS INC,45.95627255359796,56532,45.45019227652458,271484,45.18373171601856,56060,37.54129233429039,32391,214952,-215424,-23669
